b'Okazja/Dwa mieszkania w willi z ogrodem/Osobowice',b'https://www.otodom.pl/oferta/okazja-dwa-mieszkania-w-willi-z-ogrodem-osobowice-ID444Ul.html#f48e4feefe',b'\n865000z\xc5\x82',b'136,08m\xc2\xb2',b'\nOkazja/Dwa mieszkania w willi z ogrodem/Osobowice\n'
b'Hit Cenowy - Dla Inwestora! 6 Pokoi Przy Parku!',b'https://www.otodom.pl/oferta/hit-cenowy-dla-inwestora-6-pokoi-przy-parku-ID43M0r.html#f48e4feefe',b'\n405000z\xc5\x82',b'64,60m\xc2\xb2',b'\nHit Cenowy - Dla Inwestora! 6 Pokoi Przy Parku!\n'
b'Pl. Kromera 46m2 Rozk\xc5\x82adowe 2Pokoje Balkon Piwnica',b'https://www.otodom.pl/oferta/pl-kromera-46m2-rozkladowe-2pokoje-balkon-piwnica-ID43WTN.html#f48e4feefe',b'\n389000z\xc5\x82',b'46m\xc2\xb2',b'\nPl. Kromera 46m2 Rozk\xc5\x82adowe 2Pokoje Balkon Piwnica\n'
b'\xe2\x98\xb8\xe2\x96\xbaMini Port\xe2\x96\xbaTaras 10m\xe2\x96\xbaCisza i Spok\xc3\xb3j\xe2\x96\xbaWinda \xe2\x98\xb8',b'https://www.otodom.pl/oferta/mini-porttaras-10mcisza-i-spokojwinda-ID44k9w.html#f48e4feefe',b'\n409914z\xc5\x82',b'47,50m\xc2\xb2',b'\n\xe2\x98\xb8\xe2\x96\xbaMini Port\xe2\x96\xbaTaras 10m\xe2\x96\xbaCisza i Spok\xc3\xb3j\xe2\x96\xbaWinda \xe2\x98\xb8\n'
b'Gotowe 3 pokoje przy parku',b'https://www.otodom.pl/oferta/gotowe-3-pokoje-przy-parku-ID44k9q.html#f48e4feefe',b'\n307028z\xc5\x82',b'46,59m\xc2\xb2',b'\nGotowe 3 pokoje przy parku\n'
b'Wysoki Standard\xe2\x9c\x94blisko Rynek\xe2\x9c\x94Komfort\xe2\x9c\x94Nad Odr\xc4\x85\xe2\x9c\x94',b'https://www.otodom.pl/oferta/wysoki-standardblisko-rynekkomfortnad-odra-ID44k9n.html#f48e4feefe',b'\n515933z\xc5\x82',b'57,97m\xc2\xb2',b'\nWysoki Standard\xe2\x9c\x94blisko Rynek\xe2\x9c\x94Komfort\xe2\x9c\x94Nad Odr\xc4\x85\xe2\x9c\x94\n'
b'Nowa inwestycja! Tarnogaj! Gotowe w po\xc5\x82owie roku!',b'https://www.otodom.pl/oferta/nowa-inwestycja-tarnogaj-gotowe-w-polowie-roku-ID44k9o.html#f48e4feefe',b'\n425500z\xc5\x82',b'44,40m\xc2\xb2',b'\nNowa inwestycja! Tarnogaj! Gotowe w po\xc5\x82owie roku!\n'
b'Oficerska/przepi\xc4\x99kne/do zamieszkania!!!',b'https://www.otodom.pl/oferta/oficerska-przepiekne-do-zamieszkania-ID44k9k.html#f48e4feefe',b'\n469000z\xc5\x82',b'48m\xc2\xb2',b'\nOficerska/przepi\xc4\x99kne/do zamieszkania!!!\n'
b'Komfort\xe2\x9c\x94Dwustronne\xe2\x9c\x942xTaras\xe2\x9c\x94Bulwar Odra\xe2\x9c\x94',b'https://www.otodom.pl/oferta/komfortdwustronne2xtarasbulwar-odra-ID44k9i.html#f48e4feefe',b'\n656880z\xc5\x82',b'82,11m\xc2\xb2',b'\nKomfort\xe2\x9c\x94Dwustronne\xe2\x9c\x942xTaras\xe2\x9c\x94Bulwar Odra\xe2\x9c\x94\n'
b'Promenada Mini Port Ochrona 2xBalkon W\xc5\x9br\xc3\xb3d Zieleni',b'https://www.otodom.pl/oferta/promenada-mini-port-ochrona-2xbalkon-wsrod-zieleni-ID44k9f.html#f48e4feefe',b'\n451360z\xc5\x82',b'49,60m\xc2\xb2',b'\nPromenada Mini Port Ochrona 2xBalkon W\xc5\x9br\xc3\xb3d Zieleni\n'
b'Du\xc5\xbcy BALKON|Tylko 6 700z\xc5\x82/m2|17min Dworzec|4Q2020',b'https://www.otodom.pl/oferta/duzy-balkon-tylko-6-700zl-m2-17min-dworzec-4q2020-ID44k97.html#f48e4feefe',b'\n320000z\xc5\x82',b'47,82m\xc2\xb2',b'\nDu\xc5\xbcy BALKON|Tylko 6 700z\xc5\x82/m2|17min Dworzec|4Q2020\n'
b'DU\xc5\xbbE GOTOWE - 4 pok*Fabryczna*2 tarasy + balkon',b'https://www.otodom.pl/oferta/duze-gotowe-4-pokfabryczna2-tarasy-balkon-ID44k91.html#f48e4feefe',b'\n538772z\xc5\x82',b'103m\xc2\xb2',b'\nDU\xc5\xbbE GOTOWE - 4 pok*Fabryczna*2 tarasy + balkon\n'
b'*4pok*lokalizacja*Ogr\xc3\xb3d_Botaniczny*balkon*rozk\xc5\x82ad',b'https://www.otodom.pl/oferta/4poklokalizacjaogrod-botanicznybalkonrozklad-ID44k8u.html#f48e4feefe',b'\n861000z\xc5\x82',b'123m\xc2\xb2',b'\n*4pok*lokalizacja*Ogr\xc3\xb3d_Botaniczny*balkon*rozk\xc5\x82ad\n'
b'~ miejskie media ~ odrestaurowana kamienica ~',b'https://www.otodom.pl/oferta/miejskie-media-odrestaurowana-kamienica-ID44k89.html#f48e4feefe',b'\n785000z\xc5\x82',b'88,57m\xc2\xb2',b'\n~ miejskie media ~ odrestaurowana kamienica ~\n'
b'Klimatyzowane 4-pokojowe w \xc5\x9bwietnej lokalizacji',b'https://www.otodom.pl/oferta/klimatyzowane-4-pokojowe-w-swietnej-lokalizacji-ID44k71.html#f48e4feefe',b'\n575000z\xc5\x82',b'68m\xc2\xb2',b'\nKlimatyzowane 4-pokojowe w \xc5\x9bwietnej lokalizacji\n'
b'Ekskluzywny apartament w K\xc4\x99pie Mieszcza\xc5\x84skiej',b'https://www.otodom.pl/oferta/ekskluzywny-apartament-w-kepie-mieszczanskiej-ID44k6X.html#f48e4feefe',b'\n850000z\xc5\x82',b'73m\xc2\xb2',b'\nEkskluzywny apartament w K\xc4\x99pie Mieszcza\xc5\x84skiej\n'
b'\xe2\x9d\x87\xef\xb8\x8f OKAZJA | 50m | Park Grabiszy\xc5\x84ski | Opor\xc3\xb3w\xe2\x9d\x87\xef\xb8\x8f',b'https://www.otodom.pl/oferta/okazja-50m-park-grabiszynski-oporow-ID449Nl.html#f48e4feefe',b'\n350630z\xc5\x82',b'50,09m\xc2\xb2',b'\n\xe2\x9d\x87\xef\xb8\x8f OKAZJA | 50m | Park Grabiszy\xc5\x84ski | Opor\xc3\xb3w\xe2\x9d\x87\xef\xb8\x8f\n'
b'Fajne mieszkanie tu\xc5\xbc obok Ronda na Powst. \xc5\x9aL',b'https://www.otodom.pl/oferta/fajne-mieszkanie-tuz-obok-ronda-na-powst-sl-ID44k6w.html#f48e4feefe',b'\n325000z\xc5\x82',b'34m\xc2\xb2',b'\nFajne mieszkanie tu\xc5\xbc obok Ronda na Powst. \xc5\x9aL\n'
b'Mieszkanie 2 pokoje 57 mkw, ogr\xc3\xb3dek 40mkw, Krzyki',b'https://www.otodom.pl/oferta/mieszkanie-2-pokoje-57-mkw-ogrodek-40mkw-krzyki-ID44k6g.html#f48e4feefe',b'\n460000z\xc5\x82',b'57,65m\xc2\xb2',b'\nMieszkanie 2 pokoje 57 mkw, ogr\xc3\xb3dek 40mkw, Krzyki\n'
b'2pok.w rozk\xc5\x82. z tarasem blisko Uczelni Wy\xc5\xbcszych',b'https://www.otodom.pl/oferta/2pok-w-rozkl-z-tarasem-blisko-uczelni-wyzszych-ID44k6d.html#f48e4feefe',b'\n499000z\xc5\x82',b'32,05m\xc2\xb2',b'\n2pok.w rozk\xc5\x82. z tarasem blisko Uczelni Wy\xc5\xbcszych\n'
b'Rozk\xc5\x82ad/ Balkom /Do wprowadzenia /',b'https://www.otodom.pl/oferta/rozklad-balkom-do-wprowadzenia-ID44k6c.html#f48e4feefe',b'\n400000z\xc5\x82',b'63,30m\xc2\xb2',b'\nRozk\xc5\x82ad/ Balkom /Do wprowadzenia /\n'
b'Mieszkanie z wyposa\xc5\xbceniem na S\xc4\x99polnie.',b'https://www.otodom.pl/oferta/mieszkanie-z-wyposazeniem-na-sepolnie-ID44k5H.html#f48e4feefe',b'\n290000z\xc5\x82',b'28,10m\xc2\xb2',b'\nMieszkanie z wyposa\xc5\xbceniem na S\xc4\x99polnie.\n'
b'Mieszkanie 2 pokoje na G\xc4\x85dowie',b'https://www.otodom.pl/oferta/mieszkanie-2-pokoje-na-gadowie-ID44k5G.html#f48e4feefe',b'\n335000z\xc5\x82',b'49m\xc2\xb2',b'\nMieszkanie 2 pokoje na G\xc4\x85dowie\n'
b'3 pokoje na Krzykach 48m2',b'https://www.otodom.pl/oferta/3-pokoje-na-krzykach-48m2-ID44k5F.html#f48e4feefe',b'\n469000z\xc5\x82',b'48m\xc2\xb2',b'\n3 pokoje na Krzykach 48m2\n'
b'Kawalerka Z Ogr\xc3\xb3dkiem Na O\xc5\x82taszynie',b'https://www.otodom.pl/oferta/kawalerka-z-ogrodkiem-na-oltaszynie-ID44k5z.html#f48e4feefe',b'\n310000z\xc5\x82',b'31,70m\xc2\xb2',b'\nKawalerka Z Ogr\xc3\xb3dkiem Na O\xc5\x82taszynie\n'
b'So\xc5\x82tysowice / 2 pok / 43 M / ul. Przejazdowa',b'https://www.otodom.pl/oferta/soltysowice-2-pok-43-m-ul-przejazdowa-ID44k5v.html#f48e4feefe',b'\n359000z\xc5\x82',b'43m\xc2\xb2',b'\nSo\xc5\x82tysowice / 2 pok / 43 M / ul. Przejazdowa\n'
b'4 Pokoje Z Ogr\xc3\xb3dkiem Na Stab\xc5\x82owicach Na 2020 r.!',b'https://www.otodom.pl/oferta/4-pokoje-z-ogrodkiem-na-stablowicach-na-2020-r-ID44k5t.html#f48e4feefe',b'\n434765z\xc5\x82',b'71,39m\xc2\xb2',b'\n4 Pokoje Z Ogr\xc3\xb3dkiem Na Stab\xc5\x82owicach Na 2020 r.!\n'
